986941985612115968,"#BREAKING - #Iraqi Air Force conducts airstrike on #ISIS in #Syria. #Iraq stated it will continue airstrikes on… https://t.co/vzGwQCdDSN","SURA","2018-04-19","New York"
986269301534371840,"Iran Threatens Israel With Revenge for Syria Airstrike That Killed Drone Commander https://t.co/Y0fOMjF7vc","Drone Community","2018-04-17","New York"
986315889304883200,"Iran threatens Israel with revenge for Syria airstrike that killed drone commander https://t.co/vu83jDDSql https://t.co/URLDqGKzCW","Newsweek","2018-04-17","New York"
986183758146654208,"The reporter had recently published information about mercenaries from the Yekaterinburg region being among those k… https://t.co/Ut4dVdUT4b","New York Daily News","2018-04-17","New York"
986329845889200128,"⭐ UK's May rejects criticism over Syria airstrike decision ⭐\
Click HERE ➡ https://t.co/XYsQzPOgKm ⬅ https://t.co/GFn4z0CEBj","NEWSworld ","2018-04-17","New York"
986487256709033984,"Theresa May rejects opposition calls for law requiring Parliament's approval to commit U.K. forces to military acti… https://t.co/teKWm16XsL","ABC News","2018-04-18","New York"
986576025046970368,"@jeff_peebles Went wouldn't he y'all the public??? He told the public he was going to airstrike Syria when he shoul… https://t.co/8BBS3GwxEr","Stormy Schenck","2018-04-18","New York"
986276142901596160,"Another: Syria's air defence shoots down nine 'Israeli missiles' after fresh airstrike over Homs https://t.co/CKuuiu2hQs","Armando","2018-04-17","New York"
986361472350654464,"Trump gave approval for new Russia sanctions as part of Syria airstrike plan https://t.co/Mgemycg4nz via @politico… https://t.co/ne9EVJbOyN","Richard","2018-04-17","New York"
986440355481620480,"Theresa May rejects opposition calls for law requiring Parliament's approval to commit U.K. forces to military acti… https://t.co/iNZpbYDETz","World News Tonight","2018-04-18","New York"
986250760932528128,"Iran Threatens Israel With Revenge for Syria Airstrike That Killed Drone Commander | DroneSport - https://t.co/5sJYrRVGxy #drones","DroneSport","2018-04-17","New York"
986606032314085376,"There are no winners in war, but for some, it brings more profit than you would imagine.\
Learn how air strikes on… https://t.co/6UdqnUeFfN","topdigital.agency","2018-04-18","New York"
987369107862573056,"@DamilolaKarpoff @Mr_Lundy_x @RussianEmbassy @mfa_russia @UKSyriaRep This is the reason for #Israel’s most recent o… https://t.co/XR2Te17NvH","(((","2018-04-20","New York"
986234642771726336,"Syrian air defence shoots down 9 'Israeli missiles' in new strike on Homs https://t.co/4CEcakzJmo","Truther Tracy ","2018-04-17","New York"
987830739310989312,"German Parliament law experts brand US-led airstrike on Syria illegal -- https://t.co/6ApqlLbWw5 https://t.co/3KNyylRbrf","Alan Williams","2018-04-21","New York"
986480646943133696,"I added a video to a @YouTube playlist https://t.co/3SHlY7S8f5 Raw Footage Airstrike On Syria Massive Explosions 2018","Ralph II","2018-04-18","New York"
988388475937480704,"Can somebody in the media who explained we were daft to speak against Syria airstrikes because of the risk to innoc… https://t.co/dQOUWSKPdn","Mrs Gee","2018-04-23","New York"
986231468115615744,"America less safe everyday under Trump &amp; GOP. No leadership, no moral authority. World rightfully gives Trump no re… https://t.co/bSvaksyWrh","MillennialFreedomPAC","2018-04-17","New York"
987762777103261696,"\"German Parliament Lawyers Brand US-Led Airstrike on Syria Illegal\"  https://t.co/V839FB22Aq #TCOT #MAGA #PJNET #RedNationRising #NotABot","Joey Brooklyn","2018-04-21","New York"
986384929452843008,"https://t.co/D185oe8b3N Video appears to show airstrike in Syria https://t.co/sTbJ001Wi0 https://t.co/AYgFQyEv0D","NewsEdge","2018-04-17","New York"
987009774012260352,"As the US &amp; Israel airstrike more frequently in Syria to dismantle the ISIS and Iran military facilities. The Kreml… https://t.co/e7TSukGUVd","Najib yazdany","2018-04-19","New York"
987940793489948673,"#US\
Trump walks back Syria airstrike threat after chemical attacks https://t.co/cZ0chZM9Ad","Us News Aggregator","2018-04-22","New York"
988418577257594881,"@nevernotdavid You all are the worst for a while until news breaks that another US airstrike blew up a kid's party in Syria.","John","2018-04-23","New York"
986771364626313217,"\"The U.S.-led airstrike is another of countless bouts of masculine insecurity manifested in foreign policy decision… https://t.co/rUVieRG4Oa","The Ithacan","2018-04-19","New York"
986307243162423297,"Emmanuel Macron said he was the brains behind Trump's airstrike on Syria — and convinced him to commit for the lo... https://t.co/Nrtrjt2Na9","AOL News","2018-04-17","New York"
986149791422959617,"Syria’s Air Defence Shoots Down Nine ‘israeli Missiles’ After Fresh Airstrike Over Homs https://t.co/Q1CP9L8It4 https://t.co/xB6dpgYjF4","The Stars Post","2018-04-17","New York"
